,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,trueAnomadj,flightpath,distanceAt,cartX,cartY
950,Paksat-1R ,Pakistan,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Government/Commercial,Communications,,GEO,,38.0,35786,35800,0.000166,0.1,1436.1,5120.0,2100.0,,2011-08-11,15.0,China Aerospace Science and Technology Corp. (CASC),China,Xichang Satellite Launch Center,Long March 3B,2011-042A,37779,12 C-band 18 Ku-band.,2011,8,11,,0.6632251157578453,42171,42157,84328,42164.0,14,84327.99883787116,42163.99941893558,7.292159479442868e-05,86163.57506843269,86166.0,9095.044035001229,239.3432640789797,9095.044035001229,0.6632251157578452,7.0,0.6633273289332328,0.6634295487938469,1.3268590975876937,0.00010221317590600944,35787.48497670208,10183.666609582684,40915.71561445866
951,Palapa C2 ,Indonesia,Indonesia,PT Indosat,Commercial,Communications,,GEO,,112.99,35784,35789,5.93e-05,0.05,1436.13,3014.0,1740.0,3700.0,1996-05-15,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,1996-030A,23864,30 C-band 6 Ku-band; voice and vision communications to a large area bounded by Iran Vlodivostok Australia and New Zealand.,1996,5,15,,1.9720475218283928,42160,42155,84315,42157.5,5,84314.99985174643,42157.49992587321,7.293846042816265e-05,86143.65137810822,86167.8,27037.142136701244,239.28792049474504,27037.14213670124,1.9720475218283924,2.5,1.9721021105450407,1.9721566986294081,3.9443133972588162,5.4588716608829134e-05,35787.47652825623,-29289.02392556447,-30321.739404336087
952,Palapa D1,China,Indonesia,PT Indosat,Commercial,Communications,,GEO,,150.97,35780,35792,0.00014199999999999998,0.07,1436.09,4100.0,,6000.0,2009-08-31,15.0,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B,2009-046A,35812,Third stage of rocket put it in a low transfer orbit but was able to maneuver; reduced service life.,2009,8,31,,2.6349235717358392,42163,42151,84314,42157.0,12,84313.99914604929,42156.999573024645,7.293975805388373e-05,86142.11885016024,86165.4,36124.65467446859,239.28366347266734,36124.65467446859,2.634923571735839,6.0,2.6349924711667976,2.6350613663207407,5.2701227326414815,6.889943138104583e-05,35791.234410529614,22312.213877215203,-35768.39016480568
953,PAN-1 ,USA,USA,Unknown US agency,Military,Communications,,GEO,,47.5,35786,35787,1.1900000000000001e-05,0.03,1436.12,,,,2009-09-08,,Lockheed Martin,USA,Cape Canaveral,Atlas 5,2009-047A,35815,Thought to be a new generation military communications satellite. The operating agency was not announced; ppears to be related to the U. S. Navys Ultra-High Frequency (UFO) Follow-On program constellation of geosynchronous communications spacecraft because of the monitored frequencies emanating from the spacecraft launched in earth orbit.,2009,9,8,(Palladium at Night P360 USA 207),0.8290313946973066,42158,42157,84315,42157.5,1,84314.99999406986,42157.49999703493,7.293846042816265e-05,86143.65137810822,86167.2,11366.176223500392,239.28792049474504,11366.17622350039,0.8290313946973064,0.5,0.8290401683681505,0.8290489420742624,1.6580978841485248,8.77367084423156e-06,35786.16107703444,-3675.742099738292,41996.949008447176
982,QuetzSat-1,United Kingdom,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]) -- total capacity leased to subsidiary of EchoStar Corp. ,Commercial,Communications,,GEO,,,35774,35798,0.000285,0.02,1436.09,5514.0,,,2011-09-29,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-054A,37826,High-power communications satellite; coverage of Mexico North America and Central America; fully contracted to a subsidiary of EchoStar Corp.; will be used in part by Dish Mexico for Direct-To-Home (DTH) services in Mexico.,2011,9,29,,,42169,42145,84314,42157.0,24,84313.9965841971,42156.99829209855,7.293975805388373e-05,86142.11885016024,86165.4,,239.28366347266734,,,12.0,,,,,,,
983,QZS-1 ,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,,GEO,,212.0,32618,38950,0.0751,40.0,1436.0,4000.0,,,2010-09-11,,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H-2A,2010-045A,37158,First in three-satellite constellation for navigation.,2010,9,11,(Quazi-Zenith Satellite System Michibiki),3.7000980142279785,45321,38989,84310,42155.0,6332,84071.885169776,42035.942584888,7.294494894154959e-05,86135.98882925081,86160.0,50724.52675500325,239.26663563680782,50724.52675500326,3.700098014227979,3166.0,3.6626839216289193,2.65675464570227,5.31350929140454,0.03747512358138854,38529.65885832405,23841.466407190874,-34667.14786099099
986,Raduga 1-8 ,Russia,Russia,Ministry of Defense,Military,Communications,,GEO,,89.84,35612,35949,0.004,1.44,1435.79,2400.0,,,2009-02-28,5.0,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton K,2009-010A,34264,Military communication.,2009,2,28,(Raduga 1-M1 Cosmos 2450),1.5680037999917058,42320,41983,84303,42151.5,337,84302.3264210425,42151.16321052125,7.295403447661978e-05,86125.26164256499,86147.4,21493.037516577886,239.23683789601387,21493.037516577886,1.5680037999917056,168.5,1.5720038290759994,1.5760038271665955,3.152007654333191,0.004000007750643633,35780.703592080135,-42149.21388684269,-438.9964595839636
987,Raduga 1-M2 ,Russia,Russia,Ministry of Defense,Military,Communications,,GEO,,70.0,35784,35788,4.74e-05,0.01,1436.06,2500.0,,,2010-01-28,5.0,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton M,2010-002A,36358,Military communication.,2010,1,28,(Raduga 1-9),1.2217304763960306,42159,42155,84314,42157.0,4,84313.9999051166,42156.9999525583,7.293975805388373e-05,86142.11885016024,86163.59999999999,16749.856443086715,239.28366347266734,16749.856443086715,1.2217304763960306,2.0,1.2217750185483622,1.2218195610616793,2.4436391221233587,4.4542152308098725e-05,35785.31664469212,-32298.96310801527,27092.24297645116
988,Raduga 1-M3 ,Russia,Russia,Ministry of Defense,Military,Communications,,GEO,,,35777,35797,0.00023700000000000001,0.1,1436.13,2400.0,,,2013-11-11,5.0,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M,2013-062A,39375,Military communication.,2013,11,11,,,42168,42148,84316,42158.0,20,84315.99762797094,42157.99881398547,7.293716284091653e-05,86145.18391514434,86167.8,,239.2921775420676,,,10.0,,,,,,,
996,Rascom-QAF 1R,NR,Multinational,Regional African Satellite Communications Organization (RASCOM),Commercial,Communications,,GEO,,2.85,35786,35787,1.1900000000000001e-05,0.01,1436.1,3050.0,1390.0,,2010-08-04,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5,2010-037B,36831,Low cost communications for sub-Saharan Africa; multinational organization.,2010,8,4,,0.04974188368183839,42158,42157,84315,42157.5,1,84314.99999406986,42157.49999703493,7.293846042816265e-05,86143.65137810822,86166.0,681.9705734100235,239.28792049474504,681.9705734100233,0.04974188368183838,0.5,0.04974247537321983,0.04974306706811717,0.09948613413623433,5.916913814972089e-07,35785.99894627181,41949.045280674974,4187.171633383878
1049,SBIRS GEO 1 ,USA,USA,US Air Force,Military,Earth Observation,Infrared Imaging,GEO,,263.15999999999997,35778,35795,0.000202,6.45,1436.11,4500.0,,,2011-05-07,12.0,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2011-019A,37481,Defect in communications system; still has not entered service as of 2013. Uses infrared sensors to detect and track missile launches; equipped with both scanning and staring instruments.  Will eventually replace DSP system.,2011,5,7,(Space Based Infrared System Geosynchronous 1 USA 230),4.593008459548277,42166,42149,84315,42157.5,17,84314.99828618868,42157.49914309434,7.293846042816265e-05,86143.65137810822,86166.59999999999,62971.00915739711,239.28792049474504,62971.00915739709,4.593008459548276,8.5,4.59280790208709,1.6905779601345503,3.3811559202691006,0.00020055745855578202,35787.51590511635,-40953.55325154741,-10003.063443511726
1050,SBIRS GEO 2 ,USA,USA,US Air Force,Military,Earth Observation,Infrared Imaging,GEO,,,35770,35790,0.00023700000000000001,6.45,1436.11,4500.0,,,2013-03-19,12.0,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2013-011A,39120,Expected to be operational before GEO 1.,2013,3,19,(Space Based Infrared System Geosynchronous 2 USA 241),,42161,42141,84302,42151.0,20,84301.99762757702,42150.99881378851,7.295533256416498e-05,86123.72922367886,86166.59999999999,,239.23258117688573,,,10.0,,,,,,,
1066,SDO ,USA,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,GEO,,258.0,35779,35791,0.00014199999999999998,28.0,1436.03,3100.0,1650.0,1500.0,2010-02-11,5.0,Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2010-005A,36395,Carries three instruments to study the Sun at high time and spatial resolution: HMI AIA and EVE.,2010,2,11,(Solar Dynamics Observatory),4.50294947014537,42162,42150,84312,42156.0,12,84311.99914602903,42155.99957301452,7.294235342075716e-05,86139.05382152893,86161.8,61732.98857209573,239.27514950424703,61732.98857209573,4.50294947014537,6.0,4.502810577286664,1.7805136206991576,3.5610272413983153,0.00013889285787387556,35786.245404236746,-38501.890395430986,-17167.782792419624
1069,SDS III-6 ,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,Data Relay,GEO,,329.6,35770,35803,0.000391,4.92,14.36,,,,2011-03-02,,National Reconnaissance Laboratory,USA,Cape Canaveral,Delta 4,2011-011A,37377,Real-time data relay from reconnaissance satellites.,2011,3,2,(Satellite Data System) NRO L-27 Gryphon USA 227),5.75260521457331,42174,42141,84315,42157.5,33,84314.99354207411,42157.496771037055,7.293846042816265e-05,86143.65137810822,861.5999999999999,78869.29859506797,239.28792049474504,78869.29859506797,5.752605214573309,16.5,5.752407288622427,0.5309759778873923,1.0619519557747845,0.00019792595955110917,35772.28433600441,20537.79981155134,36816.48241636552
1070,SDS III-7 ,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,Data Relay,GEO,,,35771,35805,0.00040300000000000004,4.91,23.94,,,,2012-06-20,,National Reconnaissance Laboratory,USA,Cape Canaveral,Atlas 5,2012-033A,38466,Real-time data relay from reconnissance satellites.,2012,6,20,(Satellite Data System) NRO L-38 Drake USA 236),,42176,42142,84318,42159.0,34,84317.99314499841,42158.99657249921,7.293456778184279e-05,86148.24901648074,1436.4,,239.3006917124465,,,17.0,,,,,,,
1071,SDS III-8 ,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,Data Relay,GEO,,131.0,35500,35500,0.0,4.0,23.0,,,,2014-05-22,,National Reconnaissance Laboratory,USA,Cape Canaveral,Atlas 5,2014-027A,39751,Real-time data relay from reconnissance satellites.,2014,5,22,(Satellite Data System) NRO L-33 USA 252),2.2863813201125716,41871,41871,83742,41871.0,0,83742.0,41871.0,7.368835563016392e-05,85267.00390377009,1380.0,31027.715309427447,236.85278862158358,31027.71530942745,2.2863813201125716,0.0,2.2863813201125716,2.2863813201125716,4.572762640225143,0.0,35500.0,-5827.316910298916,-41463.51430627829
1077,SES-1 ,USA,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,259.0,35781,35793,0.00014199999999999998,0.05,1436.1,,2561.0,5000.0,2010-04-24,15.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,2010-016A,36516,24 C-band; 24 Ku-band CONUS.,2010,4,24,(AMC-4R),4.520402762665314,42164,42152,84316,42158.0,12,84315.99914606955,42157.99957303477,7.293716284091653e-05,86145.18391514434,86166.0,61976.673983395514,239.2921775420676,61976.67398339551,4.520402762665313,6.0,4.520263375381944,1.7630613171904643,3.5261226343809287,0.00013938728251672552,35788.14308493012,-39079.40573902197,-15814.455602993812
1078,SES-2,USA,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,273.0,35778,35798,0.00023700000000000001,0.01,1436.19,3200.0,,5000.0,2011-09-21,18.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2011-049A,37809,24 active C-band and 24 Ku-band transponders;  provides comprehensive coverage of North America and the Caribbean. Also features the Commercially Hosted InfraRed Payload (CHIRP) for U.S. Air Force--wide-field of view sensor to validate space-based infrared technologies from geosynchronous orbit.,2011,9,21,,4.76474885794452,42169,42149,84318,42159.0,20,84317.9976280272,42158.9988140136,7.293456778184279e-05,86148.24901648074,86171.40000000001,65329.0888374979,239.3006917124465,65329.0888374979,4.764748857944519,10.0,4.764512179809116,1.5189098069626763,3.0378196139253526,0.0002366781310016739,35787.47943730235,-41932.20179710593,4367.119459524999
1079,SES-3,NR,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,257.0,35850,35852,2.37e-05,0.05,1439.41,3112.0,,,2011-07-15,15.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,2011-035A,37748,24 C-band; 24 Ku-band CONUS.,2011,7,15,,4.485496177625427,42223,42221,84444,42222.0,2,84443.99997631567,42221.99998815783,7.277138875226988e-05,86341.42366815284,86364.6,61638.183007542444,239.8372879670912,61638.183007542444,4.485496177625427,1.0,4.485473085178005,1.7977353143874364,3.595470628774873,2.309244741794517e-05,35851.22512235238,-37947.172399425785,-18512.41180116778
1080,SES-4,NR,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,338.0,35781,35792,0.00013000000000000002,0.05,1436.1,,,20000.0,2012-02-14,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2012-007A,38087,52 C-band; 72 Ku-band Americas Europe Africa and the Middle East. ,2012,2,14,,5.899212871740834,42163,42152,84315,42157.5,11,84314.9992824527,42157.49964122635,7.293846042816265e-05,86143.65137810822,86166.0,80879.31712722383,239.28792049474504,80879.31712722383,5.899212871740833,5.5,5.899164167013118,0.3840698478297263,0.7681396956594526,4.870472803018236e-05,35781.41869206255,30319.861601805565,29290.967619631843
1081,SES-5 ,United Kingdom,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,5.0,35783,35791,9.49e-05,0.13,1436.12,6007.0,,,2012-07-09,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2012-036A,38652,24 C-band transponders and 36 Ku-band transponders. Also carries hosted L-band payload for the European Commissions European Geostationary Navigation Overlay Service (EGNOS).,2012,7,9,(Sirius 5 Astra 4B),0.08726646259971647,42162,42154,84316,42158.0,8,84315.99962047536,42157.99981023768,7.293716284091653e-05,86145.18391514434,86167.2,1196.460887710338,239.2921775420676,1196.460887710338,0.08726646259971647,4.0,0.08727473446171577,0.08728300671475722,0.17456601342951444,8.27186203607216e-06,35783.01443291427,41517.28300108312,7322.033578544627
1082,SES-6,NR,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,319.5,35757,35816,0.0007,0.13,1436.09,6140.0,,,2013-06-03,15.0,EADS Astrium,France/UK/Germany,Baikonur Cosmodrome,Proton M,2013-026A,39172,Direct-to home broadcasts and VSat terminal services - Atlantic Ocean region.,2013,6,3,,5.576326960121883,42187,42128,84315,42157.5,59,84314.97935716998,42157.48967858499,7.293846042816265e-05,86143.65137810822,86165.4,76452.49059807106,239.28792049474504,76452.49059807105,5.576326960121882,29.5,5.575872104375535,0.707768179592669,1.415536359185338,0.000454855779381269,35764.068949655295,6519.107011677848,41650.39256213824
1083,SES-7 ,NR,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,108.02,35783,35790,8.3e-05,0.03,1436.1,4007.0,,,2009-05-16,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Breeze M,2009-027A,34941,13 S-band 27 Ku-band transponders covers Indonesia india Taiwan and the Philippines. Purchased at auction in Dec. 2009 for $185 million.,2009,5,16,(Protostar 2 Indostar 2),1.8853046580042747,42161,42154,84315,42157.5,7,84314.99970942299,42157.499854711496,7.293846042816265e-05,86143.65137810822,86166.0,25847.88117184236,239.28792049474504,25847.881171842357,1.885304658004274,3.5,1.8853835847108142,1.8854625104037108,3.7709250208074216,7.892670640219172e-05,35787.582697048325,-34080.99399732318,-24814.121990518517
1084,SES-8,NR,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,,GEO,,95.0,35777,35795,0.000213,0.02,1436.07,3138.0,,,2013-12-03,15.0,Orbital Sciences Corp.,USA,Cape Canaveral,Falcon 9,2013-071A,39460,Direct broadcast TV and communications network services to India and south-east Asia.,2013,12,3,,1.6580627893946132,42166,42148,84314,42157.0,18,84313.99807861088,42156.99903930544,7.293975805388373e-05,86142.11885016024,86164.2,22731.9480299034,239.28366347266734,22731.948029903397,1.6580627893946127,9.0,1.6582749749262573,1.658487158480453,3.316974316960906,0.0002121855284968732,35786.78450788937,-41510.31231503277,-7355.720089999487
1111,Sicral 1A ,Italy,Italy,Italian Defense Ministry,Military,Communications,,GEO,,16.25,35769,35802,0.000391,1.01,1436.06,2596.0,1263.0,3300.0,2001-02-07,12.0,Alenia Spazio,Italy,Guiana Space Center,Ariane 44L,2001-005A,26694,Italy's first military satellite; communications to fixed and mobile terminals. Extremely High Frequency (EHF) SHF UHF broadcast frequencies. On-board failure in 2006 but operations recovered.,2001,2,7,,0.28361600344907856,42173,42140,84313,42156.5,33,84312.99354192092,42156.49677096046,7.294105571808137e-05,86140.58633130047,86163.59999999999,3888.2903552323132,239.27940647583463,3888.290355232313,0.28361600344907856,16.5,0.28372545768043855,0.28383493246185654,0.5676698649237131,0.00010945423863416187,35769.675819350334,35544.5102994313,22666.23482450213
1112,Sicral 1B,Italy,Italy,Italian Defense Ministry/Telespazio,Military/Commercial,Communications,,GEO,,11.8,35788,35802,0.000166,0.04,1436.52,3038.0,,,2009-04-20,12.0,Thales Alenia Space Italia,Italy,Sea Launch (Odyssey),Zenit 3SL,2009-020A,34810,One third paid for by Telespazio; will use some transponders for approved government customers.,2009,4,20,,0.2059488517353309,42173,42159,84332,42166.0,14,84331.99883792628,42165.99941896314,7.291640667627014e-05,86169.7057436647,86191.2,2824.451466042343,239.36029373240194,2824.451466042343,0.20594885173533087,7.0,0.20598280359684204,0.20601675821722168,0.41203351643444336,3.3951861946337175e-05,35788.14841149781,38637.05782380053,16886.364643158755
1113,Sicral 2/Syracuse 3C,NR,France/Italy,Italian Defense Ministry/French Defense Ministry,Military,Communications,,GEO,,37.0,35770,35800,0.000356,0.0,1436.0,4400.0,,7700.0,2015-04-26,15.0,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2015-022B,40614,Military communications payloads from both Italy and France shared satellite bus.,2015,4,26,,0.6457718232379019,42171,42141,84312,42156.0,30,84311.9946626813,42155.99733134065,7.294235342075716e-05,86139.05382152893,86160.0,8853.18053165714,239.27514950424703,8853.18053165714,0.6457718232379019,15.0,0.6459861303166987,0.6462004678612328,1.2924009357224655,0.00021430708417568504,35773.01638467755,11585.02421852282,40532.89209825464
1117,Sinosat-6 ,China,China,China Direct Broadcast Satellite co.,Commercial,Communications,,GEO,,37.0,35794,35796,2.37e-05,0.3,1436.1,5000.0,,,2010-09-04,15.0,Chinese Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2010-042A,37150,Television and radio across China. 1 S-band 24 C-band and 8 Ku-band transponders. Backup for Sinosat 3.,2010,9,4,(Chinasat-6A XN-6),0.6457718232379019,42167,42165,84332,42166.0,2,84331.9999762842,42165.9999881421,7.291640667627014e-05,86169.7057436647,86166.0,8856.330868098872,239.36029373240194,8856.330868098872,0.6457718232379019,1.0,0.6457860865239212,0.645800349944926,1.291600699889852,1.4263286020942122e-05,35794.2019047997,11620.212205498263,40533.22369828403
1121,Sirius 4 ,Sweden,Sweden,SES Sirius AB,Commercial,Communications,,GEO,,4.85,35776,35795,0.000225,0.04,1436.1,4400.0,,,2007-11-17,15.0,Lockheed Martin Commercial Space Systems,USA,Baikonur Cosmodrome,Proton M,2007-057A,32299,52 Ku-band and 2 Ka-band transponders; service to Europe and sub-Saharan Africa.,2007,11,17,(Astra 4A),0.08464846872172498,42166,42147,84313,42156.5,19,84312.9978591676,42156.4989295838,7.294105571808137e-05,86140.58633130047,86166.0,1160.505121407798,239.27940647583463,1160.5051214077978,0.08464846872172496,9.5,0.08466749615604009,0.08468652572375042,0.16937305144750084,1.902743479101493e-05,35776.048764970765,41553.26754240288,7106.085155352947
1122,Sirius FM-5,USA,USA,Sirius XM Holdings,Commercial,Communications,,GEO,,264.0,35774,35798,0.000285,0.0,1436.0,5800.0,,20000.0,2009-06-30,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2009-034A,35493,First in geostationary orbit.,2009,6,30,,4.60766922526503,42169,42145,84314,42157.0,24,84313.9965841971,42156.99829209855,7.293975805388373e-05,86142.11885016024,86160.0,63170.887156784185,239.28366347266734,63170.88715678418,4.607669225265029,12.0,4.607385794968412,1.6760829382671638,3.3521658765343276,0.00028343028915459896,35787.25926946883,-41225.80498993495,-8811.67666454898
